1	-81	-96	-16	-24	62	57	-8	-99	121.2
2	-128	-128	47	92	8	20	64	-67	117.07
3	108	-17	60	43	31	127	55	127	112.52
4	13	52	-42	-105	-1	42	-10	-68	112.52
5	83	10	80	36	73	63	-128	66	107.8
6	90	46	-24	110	72	43	-75	-29	103.52
7	-128	-128	-54	-9	42	104	-16	-36	100.99
8	64	59	127	39	-44	-58	114	-74	100.99
9	84	70	-77	-25	-50	-89	15	113	95.6
10	-128	-117	-124	-50	-29	-5	59	-128	92.89
11	22	53	127	127	91	127	-30	98	92.89
12	-28	84	-84	-24	53	64	-72	3	90.43
13	-2	-71	18	23	74	72	-62	74	88.54
14	27	38	11	19	-48	43	-46	73	86.51
15	15	-2	-22	56	0	-128	127	-59	84.95
16	-5	-9	91	26	27	80	-18	66	84.95
17	92	9	-128	-34	73	60	-51	43	82.55
18	-128	-11	110	33	121	86	-28	-25	79.25
19	-47	-8	64	67	80	87	-14	12	76.69
20	-25	-4	-55	-25	12	10	-117	-84	76.69
21	64	-8	41	97	9	-94	59	-31	74.1
22	11	41	64	-36	59	-83	127	-53	68.3
23	123	-38	-81	-72	-41	55	-87	10	63.89
24	22	127	-115	-128	-62	-128	110	-57	62.51
25	109	127	127	-26	-124	-128	-23	-51	62.51
26	112	127	13	-35	-87	-7	-53	66	62.11
27	-74	-77	-56	11	57	-9	66	-62	63.86
28	58	-128	-35	-38	-34	18	-48	-10	67.92
29	-128	-128	38	55	95	92	-42	62	67.92
30	-82	127	26	18	-18	85	81	91	73.17
31	-7	46	-25	-45	-84	-76	-79	-27	78.45
32	72	14	-79	18	11	87	38	70	82.88
33	59	0	36	38	33	-128	28	-24	88.15
34	16	6	9	45	-48	-106	-128	-7	88.15
35	77	2	15	-17	-11	78	-37	30	92.56
36	12	1	-49	-65	35	127	-104	70	95.89
37	82	1	80	85	-41	-48	25	-105	95.89
38	-60	-7	-44	-21	59	127	59	-59	99.27
39	-108	-90	-10	16	61	14	93	-16	101.96
40	97	86	87	21	-98	-77	40	-14	104.83
41	42	1	25	6	28	116	43	83	104.83
42	127	127	58	77	-114	-124	-45	102	107.37
43	103	22	15	94	-45	27	56	56	110.8
44	93	69	9	63	-22	-18	100	127	110.8
45	85	1	-18	89	8	-43	-29	-26	114.23
46	-7	10	28	-5	-69	-112	0	-57	117.95
47	127	-22	25	67	9	49	23	108	119.96
48	-54	95	38	33	-39	-44	8	-85	121.97
49	-128	-117	-36	-14	50	75	59	-27	121.97
50	110	1	-40	-64	119	-42	-99	-104	124.34
51	127	127	4	29	-4	-25	-40	-61	127
52	-113	-126	-23	57	127	127	83	-47	130.24
53	60	-70	53	86	96	127	127	127	133.25
54	85	-128	-3	-13	-2	94	74	82	133.25
55	-85	-114	31	3	-15	17	-13	-28	134.76
56	54	-46	-101	-66	-54	70	76	-13	135.1
57	58	-36	21	-86	-50	-71	-25	53	135.1
58	96	123	22	50	95	-128	-111	-102	135.35
59	95	127	50	83	76	109	48	65	133.04
60	64	66	-35	-9	-16	-21	56	-42	126.04
61	105	112	-26	-19	-7	78	-33	127	126.04
62	-81	-128	54	48	86	58	-32	58	120.85
63	-80	-97	-35	-101	-46	0	-76	2	116.6
64	-18	-111	58	33	-23	-42	78	-88	113.43
65	-104	-126	-79	-29	43	49	-3	-45	113.43
66	-110	23	-9	5	41	-121	-48	-113	109.74
67	-69	-128	-68	-23	-56	-24	-40	-89	106.15
68	-82	58	86	30	122	127	-13	84	102.54
69	127	86	-128	-94	-26	-120	81	4	102.54
70	-44	-121	-73	-73	-23	54	-29	-53	100.95
71	35	117	116	91	26	92	-38	-3	94.92
72	67	32	-49	-90	127	94	122	-107	92.58
73	68	82	49	-26	-24	-67	-114	24	91.36
74	-128	-101	-90	-56	20	-93	109	-95	91.36
75	59	100	-30	-78	-60	-54	19	-23	88.85
76	-46	-7	8	57	-121	-128	79	22	86.82
77	113	107	-75	-53	-77	-91	-5	-60	86.82
78	-53	-39	-9	15	127	127	-115	97	85.14
79	-128	-111	-6	1	118	-5	16	-61	84.32
80	60	-52	-40	-114	-32	-87	26	6	82.87
